event_name;section;user_id;event_date_;event_timestamp_
page_view;quiz_work;040e1e30c9ed4248bc9799a707e36d60;2025-01-01;2025-01-01 16:57:15.062114990
page_view;quiz_fit;040e1e30c9ed4248bc9799a707e36d60;2025-01-01;2025-01-01 16:57:24.243407959
page_view;quiz_highlight;040e1e30c9ed4248bc9799a707e36d60;2025-01-01;2025-01-01 16:57:37.877279053
page_view;quiz_bodyShape;040e1e30c9ed4248bc9799a707e36d60;2025-01-01;2025-01-01 16:57:52.290892090
page_view;quiz_eyes;040e1e30c9ed4248bc9799a707e36d60;2025-01-01;2025-01-01 16:58:58.868198975
page_view;quiz_hair;040e1e30c9ed4248bc9799a707e36d60;2025-01-01;2025-01-01 16:59:10.349990967
page_view;quiz_sizes;040e1e30c9ed4248bc9799a707e36d60;2025-01-01;2025-01-01 16:59:20.200894043
page_view;quiz_measurements;040e1e30c9ed4248bc9799a707e36d60;2025-01-01;2025-01-01 16:59:59.229868896
page_view;quiz_focus;040e1e30c9ed4248bc9799a707e36d60;2025-01-01;2025-01-01 17:00:02.424375977
page_view;quiz_adventurous;040e1e30c9ed4248bc9799a707e36d60;2025-01-01;2025-01-01 17:00:32.932799072
page_view;quiz_styles;040e1e30c9ed4248bc9799a707e36d60;2025-01-01;2025-01-01 17:01:01.026767090
page_view;quiz_prices;040e1e30c9ed4248bc9799a707e36d60;2025-01-01;2025-01-01 17:01:24.688322998
page_view;quiz_avoid;040e1e30c9ed4248bc9799a707e36d60;2025-01-01;2025-01-01 17:01:36.856009033
page_view;quiz_footwear;040e1e30c9ed4248bc9799a707e36d60;2025-01-01;2025-01-01 17:01:53.619081055
page_view;quiz_you;040e1e30c9ed4248bc9799a707e36d60;2025-01-01;2025-01-01 17:02:28.022451904
page_view;quiz_photos;040e1e30c9ed4248bc9799a707e36d60;2025-01-01;2025-01-01 17:02:47.227444092
page_view;quiz_social;040e1e30c9ed4248bc9799a707e36d60;2025-01-01;2025-01-01 17:15:55.339378906
page_view;quiz_signUp;040e1e30c9ed4248bc9799a707e36d60;2025-01-01;2025-01-01 17:16:11.600152100
page_view;quiz_leisure;08524cc6b3544d65af7faa39e9abd3f2;2025-02-06;2025-02-06 12:20:55.929294922
page_view;quiz_work;08524cc6b3544d65af7faa39e9abd3f2;2025-02-06;2025-02-06 12:21:11.511086914
page_view;quiz_fit;08524cc6b3544d65af7faa39e9abd3f2;2025-02-06;2025-02-06 12:21:18.984519043
page_view;quiz_highlight;08524cc6b3544d65af7faa39e9abd3f2;2025-02-06;2025-02-06 12:21:37.729197998
page_view;quiz_bodyShape;08524cc6b3544d65af7faa39e9abd3f2;2025-02-06;2025-02-06 12:21:56.798176025
page_view;quiz_eyes;08524cc6b3544d65af7faa39e9abd3f2;2025-02-06;2025-02-06 12:22:26.490127929
page_view;quiz_hair;08524cc6b3544d65af7faa39e9abd3f2;2025-02-06;2025-02-06 12:22:32.848239014
page_view;quiz_sizes;08524cc6b3544d65af7faa39e9abd3f2;2025-02-06;2025-02-06 12:22:32.848239014
page_view;quiz_measurements;08524cc6b3544d65af7faa39e9abd3f2;2025-02-06;2025-02-06 12:22:52.931308105
page_view;quiz_focus;08524cc6b3544d65af7faa39e9abd3f2;2025-02-06;2025-02-06 12:22:56.878732910
page_view;quiz_adventurous;08524cc6b3544d65af7faa39e9abd3f2;2025-02-06;2025-02-06 12:23:28.066277100
page_view;quiz_styles;08524cc6b3544d65af7faa39e9abd3f2;2025-02-06;2025-02-06 12:23:48.000218018
page_view;quiz_prices;08524cc6b3544d65af7faa39e9abd3f2;2025-02-06;2025-02-06 12:24:15.180350098
page_view;quiz_avoid;08524cc6b3544d65af7faa39e9abd3f2;2025-02-06;2025-02-06 12:24:25.211767090
page_view;quiz_footwear;08524cc6b3544d65af7faa39e9abd3f2;2025-02-06;2025-02-06 12:24:50.022395996
page_view;quiz_you;08524cc6b3544d65af7faa39e9abd3f2;2025-02-06;2025-02-06 12:25:08.240395020
page_view;quiz_photos;08524cc6b3544d65af7faa39e9abd3f2;2025-02-06;2025-02-06 12:25:21.205174072
page_view;quiz_social;08524cc6b3544d65af7faa39e9abd3f2;2025-02-06;2025-02-06 12:25:31.180292969
page_view;quiz_signUp;08524cc6b3544d65af7faa39e9abd3f2;2025-02-06;2025-02-06 12:25:31.180292969
page_view;quiz_signUp;08524cc6b3544d65af7faa39e9abd3f2;2025-02-06;2025-02-06 12:26:14.990445068
page_view;quiz_signUp;08524cc6b3544d65af7faa39e9abd3f2;2025-02-06;2025-02-06 17:55:04.418727051
page_view;quiz_social;08524cc6b3544d65af7faa39e9abd3f2;2025-02-06;2025-02-06 17:55:16.712672119
page_view;quiz_photos;08524cc6b3544d65af7faa39e9abd3f2;2025-02-06;2025-02-06 17:55:16.712672119
page_view;quiz_you;08524cc6b3544d65af7faa39e9abd3f2;2025-02-06;2025-02-06 17:55:16.712672119
page_view;quiz_footwear;08524cc6b3544d65af7faa39e9abd3f2;2025-02-06;2025-02-06 17:55:22.723976074
page_view;quiz_avoid;08524cc6b3544d65af7faa39e9abd3f2;2025-02-06;2025-02-06 17:55:22.723976074
page_view;quiz_prices;08524cc6b3544d65af7faa39e9abd3f2;2025-02-06;2025-02-06 17:55:22.723976074
page_view;quiz_styles;08524cc6b3544d65af7faa39e9abd3f2;2025-02-06;2025-02-06 17:55:22.723976074
page_view;quiz_adventurous;08524cc6b3544d65af7faa39e9abd3f2;2025-02-06;2025-02-06 17:55:28.445662109
page_view;quiz_focus;08524cc6b3544d65af7faa39e9abd3f2;2025-02-06;2025-02-06 17:55:28.445662109
page_view;quiz_measurements;08524cc6b3544d65af7faa39e9abd3f2;2025-02-06;2025-02-06 17:55:28.445662109
page_view;quiz_sizes;08524cc6b3544d65af7faa39e9abd3f2;2025-02-06;2025-02-06 17:55:28.445662109
page_view;quiz_hair;08524cc6b3544d65af7faa39e9abd3f2;2025-02-06;2025-02-06 17:55:28.445662109
page_view;quiz_eyes;08524cc6b3544d65af7faa39e9abd3f2;2025-02-06;2025-02-06 17:55:34.128572021
page_view;quiz_bodyShape;08524cc6b3544d65af7faa39e9abd3f2;2025-02-06;2025-02-06 17:55:34.128572021
page_view;quiz_highlight;08524cc6b3544d65af7faa39e9abd3f2;2025-02-06;2025-02-06 17:55:39.944897949
page_view;quiz_fit;08524cc6b3544d65af7faa39e9abd3f2;2025-02-06;2025-02-06 17:55:39.944897949
page_view;quiz_work;08524cc6b3544d65af7faa39e9abd3f2;2025-02-06;2025-02-06 17:55:39.944897949
page_view;quiz_leisure;08524cc6b3544d65af7faa39e9abd3f2;2025-02-06;2025-02-06 17:55:39.944897949
page_view;quiz_leisure;08524cc6b3544d65af7faa39e9abd3f2;2025-02-06;2025-02-06 17:55:51.661750977
page_view;quiz_work;08524cc6b3544d65af7faa39e9abd3f2;2025-02-06;2025-02-06 17:56:08.311767090
page_view;quiz_fit;08524cc6b3544d65af7faa39e9abd3f2;2025-02-06;2025-02-06 17:56:20.370855957
page_view;quiz_highlight;08524cc6b3544d65af7faa39e9abd3f2;2025-02-06;2025-02-06 17:56:35.099616943
page_view;quiz_bodyShape;08524cc6b3544d65af7faa39e9abd3f2;2025-02-06;2025-02-06 17:56:58.103570068
page_view;quiz_eyes;08524cc6b3544d65af7faa39e9abd3f2;2025-02-06;2025-02-06 17:57:32.161795898
page_view;quiz_hair;08524cc6b3544d65af7faa39e9abd3f2;2025-02-06;2025-02-06 17:57:40.823811035
page_view;quiz_sizes;08524cc6b3544d65af7faa39e9abd3f2;2025-02-06;2025-02-06 17:57:40.823811035
page_view;quiz_measurements;08524cc6b3544d65af7faa39e9abd3f2;2025-02-06;2025-02-06 17:57:47.877604980
page_view;quiz_focus;08524cc6b3544d65af7faa39e9abd3f2;2025-02-06;2025-02-06 17:57:47.877604980
page_view;quiz_adventurous;08524cc6b3544d65af7faa39e9abd3f2;2025-02-06;2025-02-06 17:57:58.315032959
page_view;quiz_styles;08524cc6b3544d65af7faa39e9abd3f2;2025-02-06;2025-02-06 17:58:15.996735107
page_view;quiz_prices;08524cc6b3544d65af7faa39e9abd3f2;2025-02-06;2025-02-06 18:00:26.055418945
page_view;quiz_avoid;08524cc6b3544d65af7faa39e9abd3f2;2025-02-06;2025-02-06 18:00:46.695559082
page_view;quiz_you;08524cc6b3544d65af7faa39e9abd3f2;2025-02-06;2025-02-06 18:00:59.555039062
page_view;quiz_photos;08524cc6b3544d65af7faa39e9abd3f2;2025-02-06;2025-02-06 18:00:59.555039062
page_view;quiz_social;08524cc6b3544d65af7faa39e9abd3f2;2025-02-06;2025-02-06 18:05:18.126677979
page_view;quiz_signUp;08524cc6b3544d65af7faa39e9abd3f2;2025-02-06;2025-02-06 18:05:28.132849121
page_view;quiz_work;0b9ab36679d64edbb7d6a830d103b91f;2025-01-21;2025-01-21 08:54:37.242909912
page_view;quiz_fit;0b9ab36679d64edbb7d6a830d103b91f;2025-01-21;2025-01-21 08:54:48.563187012
page_view;quiz_highlight;0b9ab36679d64edbb7d6a830d103b91f;2025-01-21;2025-01-21 08:54:59.950811035
page_view;quiz_bodyShape;0b9ab36679d64edbb7d6a830d103b91f;2025-01-21;2025-01-21 08:55:31.422834961
page_view;quiz_eyes;0b9ab36679d64edbb7d6a830d103b91f;2025-01-21;2025-01-21 08:55:58.700729980
page_view;quiz_hair;0b9ab36679d64edbb7d6a830d103b91f;2025-01-21;2025-01-21 08:56:10.841639893
page_view;quiz_sizes;0b9ab36679d64edbb7d6a830d103b91f;2025-01-21;2025-01-21 08:56:19.509735107
page_view;quiz_measurements;0b9ab36679d64edbb7d6a830d103b91f;2025-01-21;2025-01-21 08:56:34.951832031
page_view;quiz_focus;0b9ab36679d64edbb7d6a830d103b91f;2025-01-21;2025-01-21 08:56:55.596491943
page_view;quiz_adventurous;0b9ab36679d64edbb7d6a830d103b91f;2025-01-21;2025-01-21 08:57:09.795804932
page_view;quiz_styles;0b9ab36679d64edbb7d6a830d103b91f;2025-01-21;2025-01-21 08:57:38.114461914
page_view;quiz_prices;0b9ab36679d64edbb7d6a830d103b91f;2025-01-21;2025-01-21 08:58:48.678941895
page_view;quiz_avoid;0b9ab36679d64edbb7d6a830d103b91f;2025-01-21;2025-01-21 08:59:30.183226074
page_view;quiz_footwear;0b9ab36679d64edbb7d6a830d103b91f;2025-01-21;2025-01-21 08:59:46.436992920
page_view;quiz_you;0b9ab36679d64edbb7d6a830d103b91f;2025-01-21;2025-01-21 08:59:53.573683105
page_view;quiz_photos;0b9ab36679d64edbb7d6a830d103b91f;2025-01-21;2025-01-21 09:00:15.561371094
page_view;quiz_social;0b9ab36679d64edbb7d6a830d103b91f;2025-01-21;2025-01-21 09:13:17.818800049
page_view;quiz_signUp;0b9ab36679d64edbb7d6a830d103b91f;2025-01-21;2025-01-21 09:13:36.250691895
page_view;quiz_leisure;0c4e7af8218440eaa383bc6655712a55;2025-01-27;2025-01-27 14:24:04.871144043
page_view;quiz_work;117c6171044e4fdf8cbd8c4dc6a59cb8;2025-02-03;2025-02-03 08:54:25.281611084
page_view;quiz_fit;117c6171044e4fdf8cbd8c4dc6a59cb8;2025-02-03;2025-02-03 08:54:39.373299072
